 
    Real Time Propagation   
 ---------------------------
 
                     time (a.u.)               < psi_i | psi_i >               < psi_i | psi_0 >                Energy (hartree)
              2.8000000000014844              0.9999999999999984              0.8006604973896067             -4.9431483114859818
              2.9000000000016954              0.9999999999999988              0.8144495626329157             -4.9431483114859853
              3.0000000000019065              0.9999999999999981              0.8276789043648558             -4.9431483114859791
              3.1000000000021175              0.9999999999999989              0.8400097490749506             -4.9431483114859818
              3.2000000000023285              0.9999999999999972              0.8511647614653448             -4.9431483114859756
              3.3000000000025396              0.9999999999999952              0.8607461884624814             -4.9431483114859658
              3.4000000000027506              0.9999999999999961              0.8682415138289490             -4.9431483114859720
              3.5000000000029616              0.9999999999999944              0.8733007411087842             -4.9431483114859613
              3.6000000000031727              0.9999999999999949              0.8758332544979095             -4.9431483114859667
              3.7000000000033837              0.9999999999999925              0.8757529353235269             -4.9431483114859525
              3.8000000000035947              0.9999999999999933              0.8729212985880845             -4.9431483114859587
              3.9000000000038058              0.9999999999999938              0.8674868309512525             -4.9431483114859578
              4.0000000000040163              0.9999999999999927              0.8599599772588896             -4.9431483114859542
              4.1000000000037833              0.9999999999999940              0.8508095612773652             -4.9431483114859622
              4.2000000000035502              0.9999999999999927              0.8403010291655219             -4.9431483114859551
              4.3000000000033172              0.9999999999999915              0.8289878940192121             -4.9431483114859445
              4.4000000000030841              0.9999999999999930              0.8178655874382149             -4.9431483114859569
              4.5000000000028511              0.9999999999999936              0.8075331451359814             -4.9431483114859578
              4.6000000000026180              0.9999999999999931              0.7977605466496117             -4.9431483114859525
              4.7000000000023849              0.9999999999999938              0.7883012018907480             -4.9431483114859578
              4.8000000000021519              0.9999999999999941              0.7797751881114288             -4.9431483114859622
              4.9000000000019188              0.9999999999999970              0.7732364124991566             -4.9431483114859764
              5.0000000000016858              1.0000000000000000              0.7685481343055984             -4.9431483114859862
              5.1000000000014527              0.9999999999999968              0.7643391234678376             -4.9431483114859764
              5.2000000000012196              0.9999999999999993              0.7598226519928210             -4.9431483114859853
              5.3000000000009866              0.9999999999999976              0.7551115401399272             -4.9431483114859800
              5.4000000000007535              0.9999999999999984              0.7507484943884172             -4.9431483114859844
              5.5000000000005205              0.9999999999999974              0.7472946505118940             -4.9431483114859773
              5.6000000000002874              1.0000000000000002              0.7444583859299412             -4.9431483114859933
              5.7000000000000544              0.9999999999999996              0.7419277370620734             -4.9431483114859880
              5.7999999999998213              0.9999999999999998              0.7400207923150578             -4.9431483114859898
              5.8999999999995882              0.9999999999999993              0.7387825599341694             -4.9431483114859853
              5.9999999999993552              1.0000000000000002              0.7381042528728646             -4.9431483114859933
              6.0999999999991221              1.0000000000000004              0.7382372449718412             -4.9431483114859924
              6.1999999999988891              1.0000000000000009              0.7398900721319884             -4.9431483114859924
              6.2999999999986560              1.0000000000000002              0.7435562685361095             -4.9431483114859924
              6.3999999999984230              1.0000000000000007              0.7490101064285358             -4.9431483114859960
              6.4999999999981899              0.9999999999999996              0.7565568253277529             -4.9431483114859889
              6.5999999999979568              1.0000000000000004              0.7667992507437751             -4.9431483114859924
              6.6999999999977238              1.0000000000000016              0.7790538258466254             -4.9431483114859969
              6.7999999999974907              1.0000000000000029              0.7918812507721260             -4.9431483114860058
              6.8999999999972577              1.0000000000000018              0.8037603280919147             -4.9431483114859995
              6.9999999999970246              1.0000000000000018              0.8133735447759399             -4.9431483114859986
              7.0999999999967915              1.0000000000000016              0.8204371935995798             -4.9431483114859933
              7.1999999999965585              1.0000000000000038              0.8251659682288091             -4.9431483114860093
              7.2999999999963254              1.0000000000000036              0.8279833041891688             -4.9431483114860075
              7.3999999999960924              1.0000000000000056              0.8304277908266550             -4.9431483114860137
              7.4999999999958593              1.0000000000000031              0.8340214751003473             -4.9431483114860075
              7.5999999999956263              1.0000000000000036              0.8385982083985231             -4.9431483114860075
              7.6999999999953932              0.9999999999999989              0.8429719810301551             -4.9431483114859871
              7.7999999999951601              0.9999999999999964              0.8457358092583454             -4.9431483114859720
              7.8999999999949271              0.9999999999999969              0.8455915557448813             -4.9431483114859738
              7.9999999999946940              0.9999999999999984              0.8423206340290051             -4.9431483114859827
              8.0999999999944610              0.9999999999999987              0.8366346296835312             -4.9431483114859844
              8.1999999999942279              0.9999999999999972              0.8292869463805288             -4.9431483114859818
              8.2999999999939948              0.9999999999999984              0.8213127247055575             -4.9431483114859844
              8.3999999999937618              0.9999999999999986              0.8139043912603953             -4.9431483114859835
              8.4999999999935287              0.9999999999999962              0.8076420878873806             -4.9431483114859693
              8.5999999999932957              0.9999999999999954              0.8028516135475442             -4.9431483114859649
              8.6999999999930626              0.9999999999999940              0.7998599896913829             -4.9431483114859578
              8.7999999999928296              0.9999999999999931              0.7980577207328752             -4.9431483114859542
              8.8999999999925965              0.9999999999999951              0.7962890914644792             -4.9431483114859667
              8.9999999999923634              0.9999999999999920              0.7942674774411964             -4.9431483114859507
              9.0999999999921304              0.9999999999999927              0.7920599053291210             -4.9431483114859560
              9.1999999999918973              0.9999999999999906              0.7892181866054099             -4.9431483114859462
              9.2999999999916643              0.9999999999999916              0.7854113363681106             -4.9431483114859454
              9.3999999999914312              0.9999999999999911              0.7806701229204969             -4.9431483114859436
              9.4999999999911982              0.9999999999999937              0.7747053449320123             -4.9431483114859560
              9.5999999999909651              0.9999999999999912              0.7671423768894329             -4.9431483114859436
              9.6999999999907320              0.9999999999999916              0.7583623655530850             -4.9431483114859445
              9.7999999999904990              0.9999999999999906              0.7491085525887405             -4.9431483114859418
              9.8999999999902659              0.9999999999999913              0.7400891260868306             -4.9431483114859418
              9.9999999999900329              0.9999999999999933              0.7325390918812146             -4.9431483114859560
